ENTITY	COUNT	WINDOWSIZE1	WINDOWSIZE2	WINDOWSIZE3	WINDOWSIZE4	WINDOWSIZE5
within class covariance normalization	1	N/A	N/A	N/A	N/A	N/A
document type descriptor	1	N/A	N/A	N/A	N/A	PROBLEM PM:1
test week replay	1	N/A	METHOD MD:1	N/A	N/A	N/A
web services modeling ontology8	1	N/A	N/A	N/A	N/A	N/A
adult relevance judgments	1	N/A	N/A	N/A	N/A	N/A
british united provident association	1	N/A	N/A	N/A	N/A	N/A
text retrieval evaluation conference	1	N/A	N/A	N/A	N/A	N/A
lazy receiver processing	1	N/A	N/A	N/A	N/A	N/A
application programming interfaced	1	N/A	N/A	N/A	N/A	N/A
dynamic relation tree	1	N/A	N/A	N/A	N/A	N/A
north rhine westphalia	1	N/A	N/A	N/A	N/A	N/A
static classifier selection	1	N/A	N/A	N/A	N/A	N/A
cumulative behavioral distribution	1	N/A	N/A	N/A	N/A	N/A
school improvement research series	1	N/A	N/A	N/A	N/A	N/A
art of problem solving	1	N/A	N/A	N/A	N/A	DATASET DT:1
largest pagelet	1	N/A	N/A	N/A	N/A	N/A
discriminative multinomial naive bayes	1	N/A	N/A	N/A	N/A	N/A
annotated suffix trees	1	N/A	N/A	N/A	N/A	METHOD MD:1
significance profile	1	N/A	N/A	N/A	N/A	N/A
graphlet frequency distributions	1	N/A	N/A	N/A	N/A	N/A
snippet interleaved postings	1	N/A	N/A	N/A	N/A	N/A
human interaction management	1	N/A	N/A	N/A	N/A	N/A
artifactual patterns	1	N/A	N/A	N/A	N/A	METRIC MC:1
geoscience australia	1	N/A	N/A	N/A	N/A	N/A
digital elevation map	1	N/A	N/A	N/A	N/A	N/A
developmental therapeutics program	1	N/A	N/A	DATASET DT:1	N/A	N/A
data access node	1	N/A	N/A	N/A	N/A	N/A
quadric constrained quadratic programming	1	N/A	N/A	N/A	N/A	N/A
simple uncertaincy	1	N/A	N/A	N/A	METHOD MD:1	N/A
aortic valve replacement	1	N/A	N/A	N/A	N/A	N/A
probabilistic latent semantics analysis	1	N/A	N/A	N/A	N/A	N/A
georgia performance standards	1	N/A	N/A	N/A	N/A	N/A
manufacturing execution system	1	N/A	N/A	N/A	N/A	N/A
computer aided learning center	1	N/A	N/A	N/A	N/A	N/A
pre cumulation	1	N/A	N/A	N/A	METHOD MD:1	N/A
acl anthology network6	1	N/A	N/A	N/A	N/A	DATASET DT:1
variational wavelet regression	1	N/A	N/A	N/A	N/A	N/A
value distance metric	1	N/A	N/A	N/A	N/A	N/A
static dynamic cache	1	N/A	N/A	N/A	N/A	N/A
price cost margin	1	N/A	N/A	N/A	N/A	N/A
character encoding scheme	1	N/A	N/A	N/A	N/A	N/A
hashtag gold standard	1	N/A	N/A	N/A	N/A	N/A
bit reduction fuzzy c means	1	N/A	N/A	N/A	METHOD MD:1	N/A
normalized histogram comparison	1	N/A	METHOD MD:1	N/A	N/A	N/A
mass detection tool	1	N/A	N/A	N/A	N/A	N/A
smallest lowest common ancestors	1	N/A	N/A	N/A	N/A	N/A
residency review committees	1	N/A	N/A	N/A	N/A	N/A
diagonal gustafson kessel	1	N/A	N/A	N/A	N/A	N/A
rankone residue iteration	1	N/A	N/A	N/A	N/A	N/A
unary cardinality dependencies	1	N/A	N/A	N/A	N/A	N/A
backend metadata manager	1	N/A	N/A	N/A	N/A	N/A
document object model3	1	N/A	N/A	N/A	N/A	N/A
media fragments working group1	1	N/A	N/A	N/A	N/A	N/A
right temporal depth	1	N/A	N/A	N/A	N/A	N/A
distributed sloppy hash table	1	N/A	N/A	N/A	N/A	N/A
customer premises network	1	N/A	N/A	N/A	N/A	N/A
degree of acceptance	1	N/A	N/A	N/A	N/A	N/A
similarity attraction	1	N/A	N/A	N/A	N/A	N/A
criterion referenced competency test	1	N/A	N/A	N/A	N/A	N/A
diagnostic true rate	1	N/A	N/A	N/A	N/A	N/A
upper bound set	1	N/A	N/A	N/A	N/A	N/A
truth existence model	1	N/A	METHOD MD:1	N/A	N/A	N/A
trusted computing base	1	N/A	N/A	N/A	N/A	N/A
creative commons2	1	N/A	N/A	N/A	N/A	METHOD MD:1
searchtrigger queries diversification	1	N/A	N/A	N/A	N/A	N/A
active galactic nuclei	1	N/A	N/A	N/A	N/A	N/A
mobile data management workshops	1	N/A	N/A	N/A	N/A	N/A
proportional derivative	1	N/A	N/A	N/A	N/A	N/A
disjunctive threshold query	1	N/A	N/A	N/A	N/A	N/A
content oriented languages	1	N/A	N/A	N/A	N/A	N/A
latent bias model	1	N/A	N/A	N/A	N/A	N/A
network guided forests	1	N/A	N/A	N/A	N/A	N/A
organization domain modeling	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
partition candidate common database	1	N/A	N/A	N/A	N/A	N/A
predicative model markup language	1	N/A	N/A	N/A	N/A	N/A
maximum edge distance	1	N/A	N/A	N/A	N/A	N/A
area under tree	1	N/A	METRIC MC:1	N/A	N/A	N/A
speech application programming interface	1	N/A	N/A	N/A	N/A	N/A
frequent query tree	1	N/A	N/A	N/A	N/A	N/A
multinomial genre model	1	N/A	N/A	N/A	N/A	N/A
userbased probability model	1	N/A	N/A	METHOD MD:1	N/A	N/A
high normalized entropy	1	N/A	N/A	N/A	N/A	N/A
generalized linear auto regressive processes	1	N/A	N/A	N/A	METHOD MD:1	N/A
multiple bernoulli relevance model	1	N/A	N/A	N/A	N/A	N/A
data source measurement interface	1	N/A	N/A	N/A	N/A	N/A
constrained heterogeneous information network clustering	1	N/A	METHOD MD:1	N/A	N/A	N/A
distance decay percentage	1	N/A	N/A	N/A	N/A	N/A
knowledge based recommendation	1	N/A	N/A	N/A	N/A	N/A
maximum likehood estimator	1	N/A	N/A	N/A	N/A	N/A
sparse group subset selection	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
data computing appliance	1	N/A	N/A	N/A	N/A	N/A
warrumbungle national park	1	N/A	N/A	N/A	N/A	N/A
combined behavior specific user profile	1	N/A	N/A	N/A	N/A	N/A
mitral valve replacement	1	N/A	N/A	N/A	N/A	N/A
attribute value taxonomy	1	N/A	N/A	N/A	N/A	N/A
distributed programs monitor	1	N/A	N/A	N/A	N/A	N/A
ontopia knowledge suite	1	N/A	N/A	N/A	N/A	N/A
linear fisher discriminant	1	N/A	N/A	N/A	N/A	N/A
fast channel switch	1	N/A	PROBLEM PM:1	N/A	N/A	N/A
acceleration sensing glove	1	N/A	N/A	N/A	N/A	N/A
laplacian scores	1	N/A	N/A	N/A	N/A	N/A
orthant wise descent	1	N/A	N/A	N/A	N/A	N/A
microsoft academic services	1	N/A	N/A	N/A	N/A	N/A
conditional semi markov model	1	N/A	N/A	N/A	N/A	N/A
general information description	1	N/A	N/A	N/A	N/A	N/A
absolute pott model	1	N/A	N/A	N/A	N/A	N/A
cumulated distribution function	1	N/A	N/A	N/A	N/A	N/A
alternating nonnegative least square	1	N/A	N/A	N/A	METHOD MD:1	METHOD MD:1
cost per mille/impression	1	N/A	N/A	N/A	N/A	N/A
indicator based evolutionary algorithm	1	N/A	N/A	N/A	N/A	N/A
smart cloud enterprise	1	N/A	N/A	N/A	N/A	N/A
bayesian point machines	1	N/A	N/A	N/A	N/A	N/A
pre shared key	1	N/A	N/A	N/A	N/A	N/A
digital terrestrial transmission	1	N/A	N/A	N/A	N/A	N/A
augmented dickey fuller	1	N/A	N/A	N/A	N/A	N/A
motor neurone disease	1	N/A	N/A	N/A	N/A	N/A
expected maximization	1	N/A	N/A	PROBLEM PM:1	PROBLEM PM:1	N/A
propulsion subsystem	1	N/A	N/A	N/A	N/A	N/A
topic sensitive supervised random walks	1	N/A	N/A	METHOD MD:1	N/A	N/A
kernalized locality sensitive hashing	1	N/A	METHOD MD:1	N/A	N/A	N/A
insulin dependent diabetes mellitus	1	N/A	N/A	N/A	N/A	N/A
scientific collaboration framework	1	N/A	N/A	N/A	N/A	N/A
evidence queries	1	N/A	N/A	N/A	N/A	N/A
linear time approximation scheme	1	N/A	N/A	N/A	N/A	N/A
arithmetical average centroid	1	N/A	N/A	N/A	N/A	N/A
triad significance profiles	1	N/A	N/A	N/A	N/A	N/A
numerical operations	1	N/A	N/A	N/A	N/A	N/A
stiching bartimeus accessibility	1	N/A	N/A	N/A	N/A	N/A
cluster representative lasso	1	N/A	N/A	N/A	N/A	N/A
shill proof fee	1	N/A	N/A	N/A	N/A	N/A
ministry of public health	1	N/A	N/A	N/A	N/A	N/A
multi objective genetic fuzzy intrusion detection systems	1	N/A	N/A	N/A	N/A	N/A
decisional deffie hellman	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
nugget recall	1	N/A	N/A	N/A	N/A	N/A
multidisciplinary university research initiative	1	N/A	N/A	N/A	N/A	N/A
community cascade network	1	N/A	N/A	N/A	METHOD MD:1	N/A
maximal travel math	1	N/A	N/A	N/A	METHOD MD:1	N/A
general specific concepts	1	N/A	N/A	N/A	N/A	N/A
bayesian treed linear models	1	N/A	N/A	N/A	N/A	N/A
defense innovative research project	1	N/A	N/A	N/A	N/A	N/A
media key block	1	N/A	N/A	N/A	N/A	N/A
mycoplasma membrane protein	1	N/A	N/A	N/A	N/A	N/A
source positive class ratio	1	N/A	N/A	N/A	N/A	N/A
hybrid dynamic expansion reduction	1	N/A	N/A	N/A	N/A	N/A
bone marrow stromal cells	1	N/A	N/A	N/A	N/A	N/A
ant colony optimization	1	N/A	N/A	N/A	N/A	N/A
weighted fair queueing	1	N/A	N/A	N/A	N/A	N/A
singular value decomposing	1	N/A	N/A	N/A	N/A	N/A
temporal place	1	N/A	N/A	N/A	N/A	N/A
stamp collecting	1	N/A	N/A	N/A	N/A	METHOD MD:1
unicode character database	1	N/A	N/A	N/A	N/A	N/A
bayesian naive bayes classifier	1	N/A	N/A	N/A	N/A	N/A
high degree sampling	1	N/A	N/A	N/A	N/A	N/A
closed beta test	1	N/A	N/A	N/A	N/A	N/A
probabilistic latent semantic index	1	N/A	N/A	N/A	N/A	N/A
complete spatial randomness	1	N/A	N/A	N/A	N/A	N/A
geographical named entity recognizer	1	N/A	N/A	N/A	DATASET DT:1	N/A
generalised second prices	1	N/A	N/A	N/A	N/A	N/A
discrete fourier transformation	1	N/A	N/A	N/A	N/A	N/A
virtual solar terrestrial observatory	1	N/A	N/A	N/A	N/A	N/A
rule calculus	1	N/A	N/A	N/A	N/A	N/A
authority information access	1	N/A	N/A	N/A	N/A	N/A
longest common subsequence similarity	1	N/A	N/A	N/A	N/A	N/A
software tester	1	N/A	N/A	N/A	N/A	N/A
kolbe conative index	1	N/A	N/A	N/A	N/A	METRIC MC:1
strong follow correlation itemset pairs	1	N/A	N/A	N/A	N/A	N/A
root mean squared relative error	1	N/A	N/A	N/A	N/A	N/A
aggregated expected error	1	N/A	N/A	METRIC MC:1	N/A	N/A
seller reputation escalation	1	N/A	N/A	N/A	N/A	N/A
collaborative knowledge semantic graphs image search	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
adaptive distance dynamic clusters	1	N/A	N/A	N/A	METHOD MD:1	N/A
information commissioners office	1	N/A	N/A	N/A	N/A	N/A
edge server groups	1	N/A	N/A	N/A	N/A	N/A
redundant component analysis	1	N/A	N/A	N/A	METHOD MD:1	N/A
hand foot mouth disease	1	N/A	N/A	N/A	N/A	N/A
relative semantic position	1	N/A	N/A	N/A	N/A	N/A
cloud data management interface	1	N/A	N/A	N/A	N/A	N/A
consumer product goods	1	N/A	N/A	N/A	N/A	N/A
global ports database	1	N/A	N/A	N/A	N/A	N/A
semi supervised multi instance learning	1	N/A	N/A	N/A	N/A	N/A
domains parking provider	1	N/A	N/A	N/A	N/A	N/A
incoherent sparse low rank	1	N/A	N/A	N/A	N/A	N/A
maximal comparable elements	1	N/A	N/A	N/A	N/A	N/A
relative diversity level	1	N/A	N/A	N/A	N/A	N/A
generalized low rank approximation model	1	N/A	N/A	N/A	N/A	N/A
principle of database systems	1	N/A	N/A	N/A	N/A	N/A
explicit factor model	1	N/A	N/A	N/A	N/A	N/A
tainted execution path tree	1	N/A	N/A	N/A	N/A	N/A
precipitation radar	1	N/A	N/A	N/A	N/A	N/A
hierarchical diagnostic categories	1	N/A	N/A	N/A	N/A	N/A
semantic fingerprint vector	1	N/A	N/A	N/A	N/A	N/A
candidate markov blanket	1	N/A	N/A	N/A	N/A	N/A
dfs topdown	1	N/A	N/A	N/A	N/A	N/A
coupled pattern learning	1	N/A	N/A	N/A	N/A	N/A
average ranked precision	1	N/A	N/A	N/A	N/A	N/A
growing hierarchical self organizing map	1	N/A	N/A	N/A	N/A	N/A
empirical averaging	1	N/A	N/A	N/A	N/A	N/A
network node management systems	1	N/A	N/A	N/A	N/A	N/A
domain interaction models	1	N/A	N/A	N/A	N/A	N/A
rigorous concept drifting	1	N/A	N/A	N/A	N/A	N/A
computer assisted audit techniques	1	N/A	N/A	N/A	N/A	N/A
text summarization challenge	1	N/A	N/A	N/A	N/A	N/A
behavior pattern search	1	N/A	N/A	N/A	N/A	N/A
browser object model	1	N/A	N/A	N/A	N/A	N/A
hackers of planet earth	1	N/A	N/A	N/A	N/A	N/A
distributed coordinated function	1	N/A	N/A	N/A	N/A	N/A
cross view hashing	1	N/A	METHOD MD:1	N/A	N/A	N/A
davidon fletcher powell	1	N/A	N/A	N/A	N/A	N/A
pattern taxonomy models	1	N/A	N/A	DATASET DT:1	N/A	N/A
researcher network knowledge base	1	N/A	N/A	N/A	N/A	DATASET DT:1
individual case enforcement	1	N/A	N/A	N/A	N/A	N/A
continuous relevance model	1	N/A	N/A	N/A	N/A	N/A
multiplied examples	1	N/A	N/A	N/A	METHOD MD:1	N/A
shortest constituent path	1	N/A	N/A	N/A	N/A	N/A
time stepped hybrid simulation	1	N/A	N/A	N/A	N/A	N/A
semantic web dog food1	1	N/A	N/A	N/A	N/A	N/A
tag atom inverted list	1	N/A	N/A	N/A	N/A	N/A
economic development growth engine	1	N/A	N/A	N/A	N/A	N/A
uniform resource nominators	1	N/A	N/A	METHOD MD:1	N/A	N/A
application data model	1	N/A	N/A	N/A	N/A	N/A
description definition language	1	N/A	N/A	N/A	N/A	N/A
syrian electronic army	1	N/A	N/A	N/A	N/A	N/A
random pagerank node	1	N/A	N/A	N/A	N/A	N/A
value indexed partitions	1	N/A	N/A	N/A	N/A	N/A
definite finite automation	1	N/A	N/A	N/A	N/A	N/A
non dependency model	1	N/A	N/A	N/A	N/A	N/A
london travel demand survey	1	N/A	N/A	N/A	N/A	N/A
community neighbor algorithm	1	N/A	N/A	N/A	N/A	METHOD MD:1
equal employment opportunity commission	1	N/A	N/A	N/A	N/A	N/A
continuous reception	1	N/A	N/A	N/A	N/A	N/A
phasor measurement units	1	N/A	N/A	N/A	N/A	N/A
ngssoftware insight security research	1	N/A	N/A	N/A	N/A	N/A
unique resource locations	1	N/A	N/A	N/A	N/A	N/A
collective matrix factorixation	1	N/A	N/A	N/A	N/A	N/A
websphere process server	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
nugget management system	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
complex value type	1	N/A	N/A	N/A	N/A	N/A
integrity log server	1	N/A	N/A	N/A	N/A	N/A
simultaneous weighting	1	N/A	N/A	N/A	METHOD MD:1	N/A
historica deviation	1	N/A	N/A	N/A	N/A	N/A
integrated absolute error	1	N/A	N/A	METRIC MC:1	N/A	N/A
diagnosis procedure combination	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
joint statistical meetings	1	N/A	N/A	N/A	N/A	N/A
universal resources identifiers	1	N/A	N/A	N/A	N/A	N/A
host transition	1	N/A	N/A	N/A	N/A	N/A
high dimensional spatial database	1	N/A	N/A	N/A	N/A	N/A
countries network	1	N/A	N/A	N/A	N/A	N/A
discrete empirical interpolation method	1	N/A	N/A	N/A	N/A	N/A
class conceptual data model	1	N/A	N/A	N/A	N/A	N/A
mini bus services	1	N/A	N/A	N/A	N/A	N/A
decentralized source code management	1	N/A	N/A	N/A	N/A	N/A
taxonomy encoded anonymity	1	N/A	N/A	N/A	N/A	N/A
energy policy recommender	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
graph coupled hidden markov model	1	N/A	N/A	N/A	N/A	N/A
random marked point process	1	N/A	N/A	N/A	N/A	N/A
random filler models	1	N/A	N/A	N/A	N/A	N/A
user datagram protocol	1	N/A	N/A	N/A	N/A	N/A
contextual information portal	1	N/A	N/A	N/A	N/A	PROBLEM PM:1
wireless emergency alerts	1	N/A	N/A	N/A	N/A	N/A
trip advisor system	1	N/A	N/A	N/A	N/A	N/A
visual organization features	1	N/A	N/A	N/A	N/A	N/A
small programmable object technologies	1	N/A	N/A	N/A	N/A	N/A
strict backward dependency	1	N/A	N/A	N/A	N/A	N/A
discretised normalised	1	N/A	N/A	N/A	N/A	N/A
exclusive lowest common ancestor	1	N/A	N/A	N/A	N/A	N/A
software product lines conference	1	N/A	N/A	METHOD MD:1 PM:1	N/A	N/A
cluster dispersion indicator	1	N/A	N/A	N/A	N/A	N/A
coleman index	1	N/A	N/A	N/A	N/A	N/A
protein date bank	1	N/A	N/A	N/A	N/A	N/A
simple operation matchmaker	1	N/A	N/A	N/A	N/A	N/A
chemistry development kit	1	N/A	N/A	N/A	N/A	N/A
interrupted others	1	N/A	N/A	N/A	N/A	N/A
compressed sparse rows	1	N/A	N/A	N/A	N/A	N/A
short term interest models	1	N/A	N/A	N/A	N/A	N/A
hyperbolic tree layout	1	N/A	N/A	N/A	N/A	N/A
wireless local area network	1	N/A	N/A	N/A	N/A	DATASET DT:1
path to success	1	N/A	N/A	N/A	N/A	N/A
automatic speech recognizers	1	N/A	N/A	N/A	N/A	N/A
value based design	1	N/A	N/A	N/A	N/A	N/A
iterative candidate selection algorithm	1	N/A	N/A	N/A	N/A	N/A
obligatory passage point	1	N/A	N/A	N/A	N/A	N/A
support measure machine	1	N/A	N/A	N/A	METHOD MD:1	N/A
complementary but disjoint	1	N/A	N/A	N/A	N/A	N/A
operation history list	1	N/A	N/A	N/A	N/A	N/A
maximal segment size	1	N/A	N/A	N/A	N/A	N/A
inverse fast fourier transform	1	N/A	N/A	N/A	N/A	N/A
music encoding initiative	1	N/A	N/A	N/A	N/A	N/A
diverse power iteration embedding	1	N/A	N/A	N/A	N/A	N/A
document concept set	1	N/A	N/A	N/A	N/A	N/A
stochastic multi armed bandit	1	N/A	N/A	N/A	N/A	N/A
object constraints language	1	N/A	N/A	N/A	N/A	N/A
global research outreach	1	N/A	N/A	N/A	N/A	N/A
negative local coordinate factorization	1	N/A	N/A	N/A	N/A	N/A
copula bayesian network	1	N/A	N/A	N/A	N/A	N/A
unmanned aerial vehicles	1	N/A	N/A	N/A	N/A	N/A
indexed lookup eager	1	N/A	N/A	N/A	N/A	N/A
mel frequency coefficients	1	N/A	N/A	N/A	N/A	N/A
co occurrence data embedding	1	N/A	METHOD MD:1	N/A	N/A	N/A
mathematical knowledge	1	N/A	N/A	N/A	N/A	N/A
query frequency stability	1	N/A	N/A	N/A	N/A	N/A
antecedent confidence support	1	N/A	N/A	N/A	N/A	N/A
conditional infomax feature extraction	1	N/A	N/A	N/A	N/A	N/A
positive inclusions	1	N/A	N/A	N/A	N/A	N/A
average total mutual information	1	N/A	N/A	N/A	N/A	METRIC MC:1
best pure partitions	1	N/A	N/A	N/A	N/A	N/A
infomation managment assistant	1	N/A	N/A	N/A	N/A	PROBLEM PM:1
cluster on demand	1	N/A	N/A	N/A	N/A	N/A
amazon machine image	1	N/A	N/A	N/A	N/A	N/A
dynamic classi.er weighting	1	N/A	N/A	METRIC MC:1	N/A	N/A
symmetric diagonally dominant	1	N/A	N/A	N/A	N/A	N/A
the encoded anonymity	1	N/A	N/A	N/A	N/A	N/A
irritable bowel syndrome	1	N/A	N/A	N/A	N/A	DATASET DT:1
in parallel distributed processing symposium	1	N/A	N/A	N/A	N/A	N/A
concept frame graph	1	N/A	N/A	N/A	N/A	N/A
cumuli geometric centroid	1	N/A	N/A	N/A	N/A	N/A
karush kuhn tucher	1	N/A	N/A	N/A	N/A	N/A
positive feedback percent	1	N/A	N/A	N/A	N/A	N/A
combined behavior specific usertopic matrix	1	N/A	N/A	N/A	N/A	N/A
all blacklist	1	N/A	N/A	N/A	METHOD MD:1	N/A
mean response volume	1	N/A	N/A	N/A	N/A	N/A
system development life cycle	1	N/A	N/A	N/A	N/A	METHOD MD:1 PM:1
target pages map	1	N/A	N/A	N/A	N/A	N/A
text analysis conference2	1	N/A	N/A	N/A	N/A	N/A
weighted regularized matrix factorization	1	N/A	N/A	N/A	N/A	N/A
system dependence graph	1	N/A	N/A	N/A	N/A	N/A
different distribution partitioning	1	N/A	N/A	N/A	N/A	N/A
bipartite category ranking	1	N/A	N/A	N/A	N/A	N/A
biased cross validation	1	N/A	N/A	N/A	N/A	N/A
designated market areas	1	N/A	N/A	N/A	N/A	N/A
latent drichlet association	1	N/A	N/A	METHOD MD:1	N/A	N/A
advanced message queueing protocol	1	N/A	N/A	N/A	N/A	N/A
chinese football association	1	N/A	N/A	N/A	N/A	N/A
specific correspondence topic models	1	N/A	N/A	N/A	N/A	N/A
minimum itemset support	1	N/A	N/A	N/A	N/A	N/A
online multimodal distance learning	1	N/A	METHOD MD:1	N/A	N/A	N/A
short messaging service	1	N/A	N/A	N/A	N/A	N/A
normal synthetic data generation	1	METHOD MD:1	N/A	DATASET DT:1	N/A	N/A
simple queue service	1	N/A	N/A	N/A	N/A	N/A
nearest point next	1	N/A	N/A	N/A	N/A	N/A
xml key management specification	1	N/A	N/A	N/A	N/A	N/A
maximium likelihood	1	N/A	N/A	N/A	N/A	N/A
item grouping algorithm	1	N/A	N/A	N/A	N/A	N/A
national strategic reference framework	1	N/A	N/A	N/A	N/A	N/A
inter quartile distance	1	N/A	N/A	N/A	N/A	N/A
specified prediction windows	1	N/A	N/A	N/A	N/A	N/A
edusource communication layer	1	N/A	N/A	METHOD MD:1	N/A	N/A
data empirical distribution	1	N/A	N/A	N/A	N/A	N/A
message oriented model	1	N/A	N/A	N/A	N/A	N/A
individual spam features	1	N/A	N/A	N/A	N/A	N/A
invocation helper	1	N/A	N/A	N/A	N/A	N/A
gaussian discriminant analysis	1	N/A	N/A	N/A	N/A	N/A
simultaneous iterative reconstructive technique	1	N/A	N/A	N/A	N/A	N/A
multivariate randomized response	1	N/A	PROBLEM PM:1	N/A	PROBLEM PM:1	N/A
hadoop data file system	1	N/A	N/A	N/A	N/A	DATASET DT:1
basic logic dialect	1	N/A	N/A	N/A	N/A	N/A
approximation correlation	1	N/A	N/A	N/A	N/A	N/A
microsoft management console	1	N/A	N/A	N/A	N/A	N/A
bn augmented na¨ıvebayes	1	N/A	N/A	N/A	N/A	N/A
generalized goel okumoto	1	N/A	N/A	N/A	N/A	N/A
result collection modules	1	N/A	N/A	N/A	N/A	N/A
field specific model	1	N/A	N/A	N/A	N/A	N/A
largest size increase	1	N/A	N/A	N/A	METHOD MD:1	N/A
comparative web browser	1	N/A	N/A	N/A	N/A	N/A
decision making unit	1	N/A	N/A	N/A	N/A	DATASET DT:1
effective isotropic radiated power	1	N/A	N/A	N/A	N/A	N/A
southern osscillation index	1	N/A	N/A	N/A	N/A	N/A
merging partial relations	1	N/A	N/A	N/A	N/A	N/A
electronic programme guides	1	N/A	N/A	N/A	N/A	N/A
relational bayesian network	1	N/A	N/A	N/A	N/A	N/A
empirical orthogonal functions	1	N/A	N/A	N/A	N/A	N/A
facebook query language	1	N/A	N/A	N/A	N/A	N/A
multi reader multi case	1	N/A	N/A	N/A	N/A	N/A
deliver computer	1	N/A	N/A	N/A	N/A	N/A
three point binary search	1	N/A	N/A	N/A	METHOD MD:1	N/A
normalized relative information gain	1	N/A	N/A	N/A	N/A	N/A
collaboration protocol profile	1	N/A	N/A	N/A	N/A	N/A
naive click model	1	N/A	N/A	N/A	N/A	N/A
auto correlation function	1	N/A	N/A	N/A	N/A	N/A
software isolated processes	1	N/A	N/A	N/A	N/A	N/A
author publication network	1	N/A	N/A	N/A	DATASET DT:1	N/A
standard workload format	1	N/A	N/A	N/A	N/A	N/A
grand saint bernard	1	DATASET DT:1	N/A	N/A	N/A	N/A
reduced support vector machine	1	N/A	N/A	N/A	N/A	N/A
innovation outliers	1	N/A	N/A	N/A	N/A	N/A
national drug code	1	N/A	N/A	N/A	N/A	N/A
domain abstract representations	1	N/A	N/A	N/A	N/A	N/A
probabilistic context free gramma	1	N/A	N/A	N/A	METHOD MD:1	DATASET DT:1
extended partitioned context modeling	1	N/A	N/A	N/A	N/A	METHOD MD:1
predicted relevant forms	1	N/A	N/A	N/A	N/A	N/A
hierarchical faceted categories	1	N/A	N/A	N/A	N/A	N/A
graph neural networks	1	N/A	N/A	N/A	N/A	N/A
concept attribute	1	N/A	N/A	N/A	N/A	N/A
governmental advisory committee	1	N/A	N/A	N/A	N/A	N/A
heterogeneous value difference metric	1	N/A	N/A	METHOD MD:1	N/A	METRIC MC:1
behavioral monitoring specification language	1	N/A	N/A	N/A	N/A	N/A
digital resource description	1	N/A	N/A	N/A	N/A	N/A
electricite de france	1	N/A	N/A	N/A	N/A	N/A
guidance without override	1	N/A	N/A	N/A	N/A	N/A
national cancer institute2	1	N/A	N/A	N/A	N/A	N/A
executive corporation network	1	N/A	N/A	N/A	DATASET DT:1	N/A
virtual online shop	1	N/A	N/A	N/A	N/A	N/A
multiscale diffusion maps	1	N/A	N/A	N/A	N/A	N/A
attribute value templates	1	N/A	N/A	N/A	N/A	N/A
add as clause	1	N/A	N/A	N/A	N/A	N/A
global network positioning	1	N/A	N/A	N/A	N/A	N/A
united states patent classification	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
conjunctive regular path query	1	N/A	N/A	N/A	N/A	N/A
wisconsin diagnosis breast cancer	1	N/A	N/A	N/A	N/A	N/A
static semantic degree of interest	1	N/A	N/A	N/A	N/A	N/A
multi source multi destination	1	N/A	N/A	N/A	N/A	N/A
real returns	1	N/A	N/A	N/A	N/A	N/A
self help groups	1	N/A	N/A	N/A	N/A	N/A
normalized value similarity	1	N/A	N/A	N/A	N/A	N/A
reinforced poisson model	1	N/A	N/A	N/A	N/A	N/A
longest common preflx	1	N/A	N/A	N/A	N/A	N/A
adversarial classifier reverse engineering	1	N/A	N/A	METHOD MD:1	METHOD MD:1	N/A
direct neighbor outlier detection algorithm	1	N/A	N/A	N/A	METHOD MD:1	N/A
stream sequence numbers	1	N/A	N/A	N/A	N/A	N/A
expectaton maximization	1	N/A	N/A	N/A	METHOD MD:2	N/A
adjusted median absolute deviation	1	N/A	N/A	N/A	N/A	N/A
shareable content object reference model8	1	N/A	N/A	N/A	N/A	N/A
client activated objects’	1	N/A	N/A	N/A	N/A	N/A
ontological improvement	1	N/A	N/A	N/A	METRIC MC:1	N/A
refuse truck subsystem	1	N/A	N/A	N/A	N/A	N/A
traffic acquisition cost	1	N/A	N/A	N/A	N/A	N/A
conceptual email manager	1	N/A	PROBLEM PM:1	N/A	N/A	N/A
technische universitaet hamburg harburg	1	N/A	N/A	N/A	N/A	N/A
linear neighborhood propagation	1	N/A	METHOD MD:1	N/A	N/A	N/A
non revenue water	1	N/A	N/A	N/A	N/A	N/A
base station controllers	1	N/A	N/A	N/A	N/A	N/A
aikaike information criterion	1	N/A	N/A	N/A	N/A	N/A
international semantic web conferenc	1	N/A	N/A	N/A	N/A	N/A
maximum posterior likelihood estimate	1	N/A	N/A	N/A	N/A	N/A
instances actively processed	1	N/A	N/A	N/A	N/A	N/A
edusource communications language	1	N/A	N/A	N/A	N/A	N/A
state inpatient databases	1	N/A	N/A	N/A	N/A	N/A
b barrel finder	1	N/A	N/A	N/A	N/A	N/A
constant rebalanced portfolios	1	N/A	N/A	N/A	N/A	N/A
common tutoring object platform	1	N/A	N/A	N/A	N/A	N/A
moving object cache	1	N/A	N/A	N/A	N/A	N/A
