ENTITY	COUNT	WINDOWSIZE1	WINDOWSIZE2	WINDOWSIZE3	WINDOWSIZE4	WINDOWSIZE5
customer service representative	9	N/A	N/A	N/A	N/A	N/A
multi process	9	METHOD MD:2	N/A	N/A	METHOD MD:2	N/A
coupled hidden markov models	9	N/A	N/A	N/A	METHOD MD:1	METHOD MD:1
basic feature	9	N/A	N/A	N/A	DATASET DT:1	N/A
java community process	9	N/A	N/A	N/A	N/A	N/A
certificate authorities	9	N/A	N/A	N/A	N/A	N/A
receiver operator characteristic	9	N/A	N/A	N/A	DATASET DT:1	N/A
configuration items	9	N/A	PROBLEM PM:1	METHOD MD:1 PM:1	N/A	METHOD MD:2
bigram topic model	9	N/A	N/A	N/A	METHOD MD:1	N/A
network coordinate	9	PROBLEM PM:5	N/A	N/A	N/A	N/A
cellular automata	9	METHOD MD:1	N/A	N/A	N/A	N/A
domain specific model	9	N/A	N/A	N/A	N/A	DATASET DT:1
probabilistic latent semantic visualization	9	N/A	METHOD MD:1	METHOD MD:5	METHOD MD:1	METHOD MD:1
open archives initiative	9	N/A	N/A	N/A	N/A	N/A
subspace sampling	9	N/A	N/A	METHOD MD:1	METHOD MD:2	N/A
mean average satisfaction	9	N/A	N/A	N/A	N/A	METRIC MC:1
weighted low rank approximation	9	PROBLEM PM:1	N/A	METHOD MD:1 DT:1	N/A	PROBLEM PM:1
maximal profit item selection	9	PROBLEM PM:2	METHOD MD:1 PM:1	N/A	N/A	N/A
digital rights management	9	N/A	N/A	N/A	N/A	METHOD MD:1
central intelligence agency	9	N/A	N/A	N/A	N/A	N/A
approved performer program	9	N/A	N/A	N/A	N/A	N/A
content services network	9	N/A	METHOD MD:2	METHOD MD:1	N/A	N/A
time sync commented	9	N/A	PROBLEM PM:1 DT:1	N/A	N/A	N/A
least cost influence	9	PROBLEM PM:6	N/A	N/A	PROBLEM PM:3	N/A
accepted termination states	9	N/A	N/A	N/A	N/A	N/A
learning analytics	9	N/A	N/A	DATASET DT:1	N/A	N/A
java message service	9	N/A	METHOD MD:1	METHOD MD:1	N/A	DATASET DT:1
disease susceptibility	9	N/A	N/A	N/A	N/A	N/A
common data model	9	N/A	N/A	METHOD MD:1	DATASET MD:1 PM:1 DT:2	N/A
short only	9	N/A	N/A	N/A	N/A	N/A
cross task crowdsourcing	9	PROBLEM PM:1	PROBLEM PM:2	PROBLEM PM:1	METHOD MD:1	N/A
border identification	9	N/A	METHOD MD:1	METHOD MD:2	N/A	N/A
bookmark coloring algorithm	9	N/A	METHOD MD:1	N/A	METHOD MD:1	METHOD MD:1
amusement park	9	N/A	METHOD MD:1	N/A	N/A	N/A
parallel architecture	9	N/A	N/A	N/A	PROBLEM PM:1	N/A
semantic concept mapping	9	N/A	METHOD MD:2 PM:1	METHOD MD:1	N/A	N/A
automatic composition engine	9	N/A	N/A	PROBLEM PM:1	N/A	N/A
rhetorical entities	9	N/A	N/A	N/A	N/A	N/A
game with a purpose	9	N/A	N/A	N/A	METHOD MD:1	N/A
coherence measure	9	N/A	N/A	N/A	N/A	METRIC MC:1
minimum rule set	9	PROBLEM PM:3	N/A	N/A	PROBLEM MD:1 PM:2	N/A
stanford network analysis project	9	N/A	N/A	DATASET DT:1	N/A	N/A
link bootstrapping sampling	9	METHOD MD:1	METHOD MD:1	N/A	METHOD MD:2	N/A
rank correlation coefficients	9	N/A	N/A	N/A	N/A	N/A
uniform resource locator	8	N/A	N/A	N/A	N/A	N/A
social analytic engine	8	N/A	N/A	N/A	N/A	METHOD MD:1
on line analytical processing	8	PROBLEM PM:1	N/A	DATASET DT:3	N/A	N/A
open provenance model	8	N/A	N/A	N/A	METHOD MD:1	DATASET DT:1
significant entities	8	N/A	N/A	METHOD MD:1	N/A	N/A
base error	8	N/A	N/A	METRIC MC:1	N/A	N/A
emulated browsers	8	N/A	N/A	N/A	PROBLEM PM:1	N/A
optical music recognition	8	N/A	N/A	N/A	PROBLEM PM:1	N/A
content fragments	8	N/A	N/A	METHOD MD:1	N/A	N/A
disjunctive query	8	N/A	N/A	N/A	METHOD MD:1	N/A
bayesian poisson tensor factorization	8	N/A	N/A	N/A	N/A	PROBLEM PM:1
affirmative action	8	N/A	PROBLEM PM:1	N/A	N/A	N/A
alternating least square	8	N/A	N/A	METHOD MD:1	DATASET DT:1	N/A
hilbert schmidt independence criterion	8	N/A	N/A	N/A	N/A	N/A
luminance contrast	8	N/A	N/A	N/A	N/A	N/A
relative anonymity level	8	N/A	N/A	N/A	N/A	N/A
certification authorities	8	N/A	N/A	N/A	N/A	N/A
order break	8	PROBLEM PM:1	N/A	N/A	PROBLEM PM:1	N/A
singular value decompositions	8	N/A	PROBLEM PM:1	N/A	N/A	N/A
knowledge tracing	8	N/A	METHOD MD:1	METHOD MD:1 DT:1	N/A	N/A
plurality vote	8	METHOD MD:1	N/A	N/A	N/A	METHOD MD:1
balanced accuracy	8	METRIC MC:1	N/A	METHOD MD:1 MC:1	N/A	METHOD MD:1
collection point	8	N/A	N/A	N/A	N/A	N/A
query profile graphs	8	N/A	N/A	N/A	N/A	N/A
high pressure	8	N/A	METHOD MD:1 PM:1	N/A	N/A	N/A
federal energy regulatory commission	8	N/A	N/A	N/A	N/A	N/A
mean absolute percentage error	8	N/A	METRIC MC:1	N/A	N/A	N/A
rights expression language	8	N/A	N/A	N/A	PROBLEM PM:1	N/A
contiguous sequential patterns	8	N/A	METHOD MD:1	N/A	N/A	N/A
session utility	8	N/A	N/A	N/A	N/A	N/A
parametric mixture model	8	N/A	METHOD MD:2	N/A	N/A	METRIC MC:1
air traffic control	8	N/A	N/A	N/A	N/A	N/A
cross language web search	8	N/A	N/A	N/A	METHOD MD:1 PM:1	N/A
potential travel distance	8	METRIC MC:1	N/A	N/A	METRIC PM:1 MC:5	N/A
divergence from randomness	8	METHOD MD:1	METHOD MD:1	METRIC MC:1	METHOD MD:2	N/A
ratio association values	8	N/A	METRIC MC:1	METHOD MD:1	N/A	N/A
china scholarship council	8	N/A	N/A	N/A	N/A	N/A
content query language	8	N/A	N/A	DATASET DT:1	N/A	DATASET DT:1
sparse factor analysis	8	N/A	N/A	N/A	METHOD MD:1	N/A
uncapacitated facility location problem	8	N/A	N/A	PROBLEM PM:1	N/A	N/A
core routers	8	N/A	N/A	DATASET DT:1	DATASET DT:1	DATASET DT:1
alternating nonnegative least squares	8	METHOD MD:1	N/A	PROBLEM PM:1	METHOD MD:7	METHOD MD:1
web services security	8	N/A	N/A	METHOD MD:1	METHOD MD:1	N/A
fast flux discriminant	8	N/A	METHOD MD:1	N/A	METHOD MD:1	N/A
decision points	8	N/A	N/A	METRIC MC:1	N/A	N/A
naive bayes learner	8	N/A	N/A	METHOD MD:2	N/A	N/A
road temperature	8	N/A	N/A	N/A	N/A	METRIC MC:1
do it yourself	8	DATASET DT:1	N/A	N/A	METHOD MD:1	N/A
independent predictor	8	N/A	N/A	N/A	N/A	N/A
rmq trie	8	N/A	N/A	N/A	METHOD MD:1	N/A
hierarchical beta process	8	N/A	METHOD MD:2 PM:2	N/A	N/A	METHOD MD:1 PM:1
vector space similarity	8	N/A	PROBLEM PM:1	N/A	METHOD MD:1	METHOD MD:1
content addressable network	8	N/A	N/A	N/A	N/A	N/A
variational inequality	8	N/A	N/A	N/A	N/A	PROBLEM PM:3
bayes point machines	8	N/A	N/A	N/A	N/A	N/A
nugget based sense making	8	METHOD MD:1 PM:1	N/A	N/A	N/A	N/A
page hinkley test	8	N/A	N/A	PROBLEM PM:1	N/A	METRIC MC:1
online resource allocation	8	PROBLEM PM:1	N/A	N/A	METRIC MC:1	N/A
supervised tensor learning	8	METHOD MD:1	N/A	N/A	METHOD MD:3	N/A
unified kernel logistic regression	8	PROBLEM PM:1	METHOD MD:1 PM:1	N/A	PROBLEM PM:1	METHOD MD:1
hierarchical topic segmentation	8	N/A	N/A	N/A	N/A	N/A
radio resource control	8	N/A	N/A	N/A	PROBLEM PM:1	N/A
cardinal peer grading	8	PROBLEM PM:1	N/A	METHOD MD:1	N/A	N/A
closed enumeration tree	8	N/A	N/A	N/A	DATASET DT:4	N/A
structural logistic regression	8	N/A	N/A	METHOD MD:2	N/A	N/A
norm metric	8	N/A	N/A	N/A	METRIC MC:1	METRIC MC:1
effective market problem	8	N/A	N/A	METHOD MD:1	METHOD MD:2	N/A
directed minimum spanning tree	8	METHOD MD:1	N/A	N/A	METHOD MD:2	N/A
personal topic community network	8	N/A	N/A	N/A	N/A	N/A
sequential dual method	8	N/A	N/A	N/A	N/A	N/A
maximum marginal relevance	8	N/A	N/A	N/A	PROBLEM PM:1	METHOD MD:1
gaussian random fields	8	N/A	N/A	METHOD MD:1 PM:1	METHOD MD:2	N/A
target candidates	8	N/A	N/A	N/A	PROBLEM PM:1	N/A
hypermedia as the engine of application state	8	N/A	N/A	N/A	METHOD MD:1	N/A
context based information agent	8	N/A	N/A	N/A	N/A	N/A
rdf site summary	8	N/A	PROBLEM PM:1	N/A	PROBLEM PM:1	N/A
personal learning assistant	8	N/A	N/A	METHOD MD:1	METHOD MD:1	N/A
hybrid prediction model	8	N/A	N/A	N/A	METRIC MC:1	N/A
american cancer society	8	N/A	N/A	N/A	N/A	N/A
bayesian classifier combination	8	N/A	METHOD MD:1	N/A	METHOD MD:2	N/A
out of knowledge base	8	N/A	N/A	METHOD MD:1	N/A	N/A
attribute value taxonomies	8	N/A	DATASET DT:4	N/A	DATASET DT:3	METHOD MD:1
degree of coherence	8	N/A	METRIC MC:1	N/A	N/A	N/A
connection time	8	N/A	N/A	N/A	N/A	N/A
anti phishing working group	8	N/A	N/A	N/A	N/A	N/A
random subspace method	8	N/A	N/A	N/A	DATASET DT:1	N/A
basic sliding window	8	METHOD MD:7	N/A	N/A	METHOD MD:1	N/A
program dependence graphs	8	N/A	N/A	N/A	N/A	N/A
federal communications commission	8	N/A	N/A	N/A	N/A	N/A
transductive support vector machines	8	N/A	METHOD MD:1	N/A	N/A	N/A
spectral feature alignment	8	N/A	N/A	N/A	METHOD MD:3	N/A
rating matrix generative model	8	N/A	N/A	N/A	N/A	N/A
user disagreement model	8	N/A	N/A	N/A	N/A	N/A
enhanced max margin learning	8	METHOD MD:2	METHOD MD:2	METHOD MD:3 DT:2	METHOD MD:2	N/A
minimal test collections	8	N/A	PROBLEM PM:2	PROBLEM PM:4	N/A	N/A
shortest path search	8	N/A	N/A	METHOD MD:1 MC:1	N/A	N/A
iterative hard thresholding	8	METHOD MD:5	N/A	N/A	N/A	N/A
augmented lagrange multiplier	8	METHOD MD:5	N/A	N/A	METHOD MD:1	N/A
complex event processing	8	N/A	N/A	METHOD MD:1 DT:1	N/A	DATASET DT:1
interval estimation	8	N/A	N/A	N/A	N/A	N/A
higher risk brokers	8	N/A	N/A	DATASET DT:1	METHOD MD:1 PM:1	N/A
universal portfolios	8	N/A	N/A	N/A	N/A	N/A
other disciplines	8	N/A	DATASET DT:1	N/A	N/A	N/A
fans minus freaks	8	METRIC MC:1	N/A	N/A	N/A	N/A
indirect mention	8	METRIC MC:1	N/A	METRIC MC:2	N/A	N/A
author conference topic	8	METHOD MD:1	METHOD MD:1	METHOD MD:2	METHOD MD:5	N/A
location content aware recommender system	8	N/A	N/A	N/A	N/A	N/A
propensity score matching	8	PROBLEM PM:1	METHOD MD:1	N/A	PROBLEM PM:1	METHOD MD:1
graphics processing units	8	N/A	N/A	N/A	N/A	N/A
consistency rate	8	N/A	N/A	N/A	N/A	N/A
brand association maps	8	N/A	N/A	N/A	N/A	N/A
concentration inequality	8	N/A	N/A	N/A	N/A	N/A
voice activity detection	8	N/A	N/A	N/A	METHOD MD:1	N/A
higher education institutions	8	N/A	N/A	N/A	N/A	DATASET DT:2
robots are people too	8	N/A	N/A	N/A	N/A	N/A
online gradient descent	8	METHOD MD:1	METHOD MD:1	N/A	METHOD MD:1	METHOD MD:1
fisher linear discriminant	8	METHOD MD:1	METHOD MD:1	DATASET DT:1	N/A	N/A
sequential updating	8	N/A	N/A	N/A	N/A	N/A
berkeley drosophila embryo	8	N/A	DATASET DT:7	METHOD MD:1	DATASET DT:1	DATASET DT:1
opinion agreement graph	8	N/A	N/A	N/A	N/A	N/A
minimum clique partition	8	METRIC MC:1	N/A	PROBLEM PM:2	PROBLEM PM:3 MC:1	N/A
monte carlo cross validation	8	N/A	N/A	METHOD MD:2	N/A	METRIC MC:1
minimum bounding rectangles	8	N/A	N/A	METHOD MD:1	N/A	N/A
dirichlet compound multinomial	8	METHOD MD:1	N/A	N/A	METHOD MD:1	METHOD MD:1 PM:1
latent geographical topic analysis	8	METHOD MD:2	N/A	N/A	METHOD MD:4	N/A
temporal group lasso	8	N/A	METHOD MD:1 PM:1	N/A	N/A	N/A
maximum weight problem	8	N/A	N/A	PROBLEM PM:1	N/A	N/A
iterative reinforcement categorization	8	METHOD MD:5	N/A	METHOD MD:2	METHOD MD:1	N/A
class distribution estimation	8	N/A	METHOD MD:1	PROBLEM PM:1	METHOD MD:1	PROBLEM PM:1
breadth first searches	8	N/A	N/A	N/A	N/A	METHOD MD:2
university transportation center	8	N/A	N/A	N/A	N/A	N/A
extended condorcet criterion	8	N/A	N/A	METRIC MD:1 MC:2	N/A	N/A
subject predicate object	8	N/A	N/A	N/A	N/A	DATASET DT:1
granule mining	8	METHOD MD:1	DATASET DT:1	DATASET DT:1	N/A	N/A
hidden markov model regression	8	N/A	METHOD MD:1	N/A	METHOD MD:1	METHOD MD:1
lyme disease	8	N/A	N/A	N/A	N/A	N/A
order items	8	METHOD MD:1	N/A	N/A	N/A	N/A
non small cell lung cancer	8	N/A	N/A	N/A	N/A	METHOD MD:1
browser based applications	8	N/A	N/A	N/A	N/A	N/A
spatial decision tree learning	8	METHOD MD:2 PM:2	N/A	METHOD MD:1	PROBLEM PM:3	PROBLEM PM:1
agglomerative information bottleneck	8	METHOD MD:1	N/A	N/A	METHOD MD:1 PM:1	N/A
dialogue manager	8	N/A	N/A	N/A	N/A	N/A
health web observatory	8	N/A	N/A	N/A	N/A	N/A
extended validation	8	N/A	N/A	N/A	N/A	N/A
operational text classification	8	N/A	N/A	N/A	N/A	N/A
continuous bag of words	8	METHOD MD:1	METHOD MD:1	METHOD MD:2	N/A	N/A
description logic programs	8	N/A	N/A	N/A	N/A	N/A
dual regularized co clustering	8	N/A	METHOD MD:1	N/A	METHOD MD:4	N/A
conformer maverick	8	METHOD MD:2	N/A	N/A	METHOD MD:4 PM:1	N/A
in situ hybridization	8	PROBLEM PM:1	N/A	DATASET DT:1	N/A	N/A
message authentication code	8	N/A	N/A	N/A	DATASET DT:1 MC:1	N/A
relational profile	8	N/A	N/A	METHOD MD:1	N/A	N/A
mini mental state examination	8	N/A	N/A	METRIC MC:1	N/A	N/A
author recipient topic	8	METHOD MD:5	N/A	METHOD MD:1	METHOD MD:2	N/A
scalable hyperlink store	8	N/A	N/A	N/A	PROBLEM PM:1	METHOD MD:1
oblivious transfer	7	N/A	N/A	N/A	METHOD MD:1	N/A
additive tree models	7	N/A	N/A	METHOD MD:1	N/A	METHOD MD:1
negative miss	7	N/A	N/A	N/A	N/A	N/A
relational probability tree	7	METHOD MD:2	N/A	N/A	METHOD MD:1	METHOD MD:1
web application server	7	N/A	N/A	METHOD MD:1	N/A	METHOD MD:1
incremental critiquing	7	N/A	N/A	N/A	METHOD MD:1	METHOD MD:1
canonical adjacency matrix	7	N/A	N/A	N/A	N/A	N/A
distributed model based clustering	7	METHOD MD:1	N/A	METHOD MD:1	METHOD MD:1	N/A
average cluster purity	7	N/A	N/A	N/A	N/A	N/A
heat diffusion model	7	N/A	N/A	N/A	METHOD MD:1	N/A
object quality sets	7	N/A	N/A	N/A	N/A	N/A
science citation index	7	N/A	N/A	N/A	DATASET DT:1 MC:1	N/A
mixed integer program	7	N/A	N/A	METHOD MD:1	PROBLEM PM:2	N/A
positive transitional pattern	7	N/A	N/A	N/A	N/A	DATASET DT:1
susceptible infected recovered	7	N/A	N/A	N/A	METHOD MD:5	METHOD MD:1 PM:1
user friendship	7	N/A	N/A	DATASET DT:1	METRIC MC:1	N/A
inter quartile range	7	N/A	N/A	N/A	N/A	METHOD MD:1
spectral ranking	7	N/A	N/A	N/A	N/A	N/A
narrower terms	7	N/A	N/A	N/A	N/A	N/A
random walk sampling	7	METHOD MD:1	N/A	N/A	METHOD MD:1	N/A
numerical weather prediction	7	METHOD MD:1	DATASET DT:2	PROBLEM PM:1	METHOD MD:2	DATASET DT:1
certificate transparency	7	N/A	N/A	N/A	N/A	N/A
socialized language model smoothing	7	PROBLEM PM:2	PROBLEM PM:2	N/A	N/A	N/A
inverted document frequency	7	N/A	N/A	N/A	N/A	PROBLEM PM:1
support vector data description	7	METHOD MD:1	METHOD MD:1	METHOD MD:1	METHOD MD:1	N/A
global positioning system	7	N/A	N/A	METRIC MC:1	DATASET DT:1	N/A
decorative tag detector	7	N/A	N/A	METHOD MD:1	N/A	N/A
escalation prediction	7	PROBLEM PM:1	PROBLEM PM:1 DT:1	N/A	PROBLEM PM:3	METHOD MD:1 PM:1
weighted majority voting	7	N/A	N/A	METHOD MD:1	METHOD MD:1	N/A
local closed world assumption	7	N/A	N/A	N/A	N/A	PROBLEM PM:1
query by document	7	METHOD MD:1	N/A	N/A	N/A	N/A
language observatory project	7	N/A	N/A	N/A	N/A	N/A
error correcting output coding	7	N/A	N/A	DATASET DT:2	METHOD MD:1	N/A
domain specific modeling	7	N/A	N/A	N/A	N/A	N/A
best propagation tree	7	N/A	N/A	N/A	METHOD MD:1	N/A
document understanding conference	7	N/A	N/A	N/A	N/A	PROBLEM PM:2
direct profile building	7	N/A	N/A	N/A	METHOD MD:1	N/A
computer human interaction	7	N/A	N/A	N/A	N/A	N/A
matrix variate normal	7	N/A	METRIC MC:1	N/A	PROBLEM PM:1	N/A
lowest common ancestors	7	N/A	N/A	PROBLEM PM:2	N/A	N/A
bulk synchronous parallel	7	METHOD MD:3	N/A	PROBLEM PM:1	METHOD MD:1	N/A
latent dirichlet co clustering	7	METHOD MD:2	N/A	N/A	METHOD MD:1	N/A
offline tensor analysis	7	N/A	METHOD MD:1	N/A	N/A	N/A
cumulative reciprocal rank	7	N/A	METHOD MD:1	N/A	N/A	METRIC MC:1
column fusing	7	N/A	N/A	N/A	N/A	N/A
graph fractal dimension	7	N/A	N/A	N/A	N/A	METRIC MC:1
maximal frequent linked sets	7	N/A	METRIC MC:1	METHOD MD:1 PM:1	PROBLEM PM:1	N/A
relaxed online maximum margin algorithm	7	N/A	N/A	N/A	N/A	N/A
copy count	7	N/A	N/A	N/A	N/A	METHOD MD:1
message sequence chart	7	N/A	N/A	N/A	PROBLEM PM:2	PROBLEM PM:1
topic initiator detection	7	PROBLEM PM:1	METHOD MD:1 PM:1	METHOD MD:1 PM:1	N/A	N/A
xml schema definition	7	N/A	N/A	N/A	N/A	N/A
cross perspective topic	7	METHOD MD:5	N/A	METHOD MD:1	METHOD MD:3	N/A
coupling from the past	7	N/A	N/A	PROBLEM PM:1	N/A	N/A
distributed link service	7	N/A	N/A	PROBLEM PM:4	N/A	DATASET DT:1
tightly knit community	7	N/A	N/A	N/A	N/A	N/A
responsive web design	7	N/A	N/A	N/A	N/A	N/A
session initiation protocol	7	N/A	N/A	N/A	METHOD MD:1	N/A
discrete haar wavelet transform	7	N/A	N/A	METHOD MD:2	N/A	N/A
spatial access methods	7	N/A	DATASET DT:1	METHOD MD:1	DATASET DT:1	N/A
causes of death	7	N/A	DATASET DT:2	N/A	N/A	DATASET DT:2
parameter space exploration	7	N/A	N/A	N/A	N/A	N/A
local binary patterns	7	N/A	N/A	N/A	N/A	N/A
linkedin today	7	N/A	N/A	DATASET DT:1	DATASET DT:2	DATASET DT:1
global scores	7	N/A	N/A	N/A	N/A	N/A
temporally annotated sequences	7	N/A	PROBLEM PM:1	N/A	N/A	N/A
one per class	7	N/A	N/A	N/A	N/A	N/A
range minimum queries	7	N/A	N/A	N/A	N/A	N/A
hiding failure	7	N/A	N/A	N/A	N/A	N/A
running length	7	N/A	METRIC MC:1	N/A	N/A	N/A
all pairs shortest path	7	PROBLEM PM:3	N/A	N/A	N/A	N/A
mel frequency cepstral coefficients	7	N/A	N/A	N/A	N/A	N/A
segmented topic model	7	N/A	N/A	METHOD MD:1	N/A	METRIC MC:2
regularization networks	7	N/A	METHOD MD:3	N/A	N/A	PROBLEM PM:1
query flow graphs	7	N/A	N/A	N/A	N/A	N/A
recent temporal patterns	7	N/A	N/A	N/A	N/A	DATASET DT:1
cost per mille	7	N/A	N/A	N/A	N/A	METHOD MD:2
average effective radius	7	N/A	N/A	N/A	N/A	N/A
semantic web information systems	7	N/A	N/A	N/A	N/A	N/A
term at a time	7	METHOD MD:1	N/A	N/A	METHOD MD:1	N/A
inference patterns	7	N/A	N/A	PROBLEM PM:1	N/A	PROBLEM PM:1
collaborative competitive filtering	7	N/A	N/A	N/A	N/A	N/A
mean relative error	7	N/A	N/A	N/A	N/A	N/A
parallel greedy search	7	METHOD MD:4	METHOD MD:2	METHOD MD:1	METHOD MD:1	N/A
iterated conditional modes	7	N/A	N/A	N/A	METHOD MD:5	N/A
cross source topic	7	METHOD MD:3	METHOD MD:1	N/A	METHOD MD:1	N/A
predictive association rule	7	N/A	N/A	N/A	N/A	N/A
stochastic gradient langevin dynamics	7	N/A	N/A	METHOD MD:1	N/A	METHOD MD:2 DT:1
knowledge interchange format	7	N/A	N/A	METHOD MD:1	N/A	N/A
most promising candidate	7	N/A	N/A	N/A	N/A	N/A
advanced transaction models	7	N/A	N/A	DATASET DT:1	N/A	N/A
human computing	7	N/A	N/A	N/A	N/A	N/A
change coordinator	7	N/A	N/A	METHOD MD:1 PM:1	N/A	METHOD MD:1
disaster management lifecycle	7	METHOD MD:2	N/A	N/A	N/A	N/A
unstructured object retrieval	7	METHOD MD:6	N/A	N/A	N/A	METHOD MD:1
cost benefit analysis	7	N/A	N/A	N/A	N/A	N/A
relation extractor	7	N/A	N/A	N/A	N/A	N/A
click yield	7	N/A	N/A	N/A	N/A	N/A
combinational collaborative filtering	7	N/A	METHOD MD:1	METHOD MD:1	N/A	N/A
approximate frequent itemset	7	N/A	METHOD MD:1	DATASET DT:1	N/A	N/A
heuristic updatable weighted random subspaces	7	METHOD MD:1	N/A	N/A	METHOD MD:2	N/A
republican national convention	7	N/A	N/A	N/A	N/A	N/A
time to success	7	N/A	METRIC MC:1	N/A	N/A	N/A
multinomial na¨ıve bayes	7	N/A	N/A	N/A	METRIC MC:1	METHOD MD:1
normalised google distance	7	N/A	N/A	METRIC MC:1	N/A	N/A
recursive lanczos bisection	7	N/A	DATASET DT:2 MC:1	N/A	N/A	N/A
institutional review boards	7	N/A	N/A	N/A	N/A	N/A
approximate relative error	7	N/A	N/A	N/A	N/A	N/A
multiplicative mixture models	7	N/A	N/A	METHOD MD:2	N/A	N/A
separate matrix factorization	7	METHOD MD:2	N/A	METHOD MD:2	DATASET DT:1	N/A
time interval based blocking	7	METHOD MD:4 PM:1	N/A	N/A	N/A	N/A
exponential power distribution	7	N/A	N/A	METHOD MD:4 PM:1	PROBLEM PM:1 DT:1	METRIC MC:1
helpfulness score	7	N/A	METRIC MC:1	N/A	METRIC MC:1	N/A
vickrey clarke groves	7	N/A	N/A	PROBLEM PM:1	N/A	N/A
beat the mean	7	N/A	N/A	N/A	METHOD MD:2	N/A
connect the dots	7	N/A	N/A	N/A	N/A	N/A
average reciprocal hit rank	7	N/A	N/A	N/A	METRIC MC:1	N/A
regularized least squares classification	7	N/A	N/A	N/A	METHOD MD:1 PM:1	N/A
support instance machines	7	N/A	N/A	METHOD MD:1	N/A	N/A
self organising map	7	N/A	N/A	N/A	METHOD MD:1	METHOD MD:1 PM:1
implicit relatedness	7	N/A	N/A	N/A	N/A	N/A
menagerie file system	7	N/A	PROBLEM PM:1	PROBLEM PM:1	PROBLEM PM:1	N/A
community of practice	7	N/A	N/A	N/A	N/A	N/A
frequently asked queries	7	N/A	N/A	N/A	N/A	N/A
shipping addresses	7	N/A	N/A	N/A	N/A	N/A
sinkhorn knopp	7	N/A	N/A	METHOD MD:1	METHOD MD:4	N/A
minimum bounding envelope	7	N/A	N/A	PROBLEM PM:1	N/A	N/A
dynamic linear models	7	N/A	METHOD MD:1	N/A	METHOD MD:1	N/A
quantitative correlated patterns	7	N/A	N/A	N/A	N/A	METHOD MD:1
information points	7	N/A	N/A	N/A	N/A	N/A
simple knowledge organization system	7	N/A	N/A	N/A	N/A	N/A
piecewise linear representation	7	N/A	N/A	N/A	DATASET DT:1	N/A
antenna assignment	7	METHOD MD:1	N/A	PROBLEM PM:1	PROBLEM PM:1	N/A
new york stock exchange	7	DATASET DT:1	N/A	N/A	N/A	N/A
very high resolution	7	N/A	N/A	N/A	N/A	N/A
independent frequent subsequence mining	7	N/A	METHOD MD:2	N/A	N/A	N/A
cost per acquisition	7	N/A	METRIC MC:1	N/A	METHOD MD:1	METHOD MD:1
key value stores	7	N/A	N/A	N/A	N/A	METHOD MD:2
artificial immune system	7	METHOD MD:3	DATASET DT:2	N/A	DATASET DT:3	METHOD MD:1
dynamic hierarchical classification	7	N/A	METHOD MD:1	N/A	METHOD MD:2	N/A
shortest path tree	7	N/A	N/A	N/A	N/A	METHOD MD:1
alternating linearization method	7	N/A	N/A	N/A	N/A	METRIC MC:1
cost performance	7	N/A	N/A	N/A	N/A	N/A
augmented fragment	7	N/A	N/A	N/A	N/A	N/A
extract transform load	7	METHOD MD:1 PM:1	PROBLEM PM:1	N/A	PROBLEM MD:2 PM:3 DT:2	N/A
coordinated conjunctions	7	N/A	N/A	N/A	N/A	N/A
integrated squared error	7	N/A	N/A	N/A	N/A	METRIC MC:1
java server pages	7	N/A	N/A	N/A	PROBLEM PM:1	METHOD MD:1
maximum entropy semi markov model	7	N/A	N/A	N/A	N/A	PROBLEM PM:1
long dwell time	7	N/A	N/A	N/A	N/A	N/A
linked matrix factorization	7	METHOD MD:1	N/A	N/A	N/A	N/A
agent based model	7	N/A	N/A	N/A	METHOD MD:1	N/A
common component analysis	7	PROBLEM PM:2	METHOD MD:1	N/A	PROBLEM PM:1	N/A
orthogonal centroid method	7	N/A	N/A	N/A	N/A	N/A
relational topic model	7	N/A	METHOD MD:1	N/A	METHOD MD:1 MC:1	METHOD MD:1
ontology inference layer	7	N/A	N/A	N/A	N/A	N/A
mesenchymal stem cells	7	N/A	N/A	N/A	N/A	DATASET DT:1
thread block size	7	N/A	N/A	N/A	N/A	PROBLEM PM:1
phrase frequency	7	DATASET DT:1	N/A	N/A	N/A	N/A
vector quantization error	7	N/A	N/A	N/A	N/A	N/A
least common subsumer	7	N/A	N/A	N/A	N/A	N/A
domain match	7	N/A	N/A	N/A	DATASET DT:1	N/A
poisson matrix factorization	7	N/A	N/A	N/A	N/A	METHOD MD:1
mixed membership stochastic block	7	METHOD MD:1	N/A	METHOD MD:1	DATASET MD:1 DT:4	N/A
normal control	7	N/A	N/A	N/A	PROBLEM PM:1	N/A
multicare health system	7	DATASET DT:1	DATASET DT:1	METHOD MD:1 DT:1	N/A	METHOD MD:1 PM:1
safe satisficing strategy	7	N/A	N/A	N/A	N/A	METHOD MD:1
oak ridge national laboratory	7	N/A	N/A	N/A	N/A	N/A
topology of influence	7	METHOD MD:1	N/A	N/A	N/A	METHOD MD:1
local collaborative ranking	7	N/A	METHOD MD:1	N/A	METHOD MD:1	N/A
joint research centre	7	N/A	N/A	N/A	N/A	N/A
bulletin board system	7	PROBLEM PM:1	N/A	N/A	N/A	N/A
instrumental variables	7	METHOD MD:1	METHOD MD:1	N/A	N/A	N/A
independent learning model	7	N/A	N/A	METHOD MD:2	N/A	N/A
grammatical inference	7	N/A	N/A	PROBLEM PM:1	N/A	N/A
